0.789|30.1995|30.1995|22.1367|22.1367|14.0740|14.0740|14.0740|14.0740|14.6820|14.6820|15.2900|15.2900|16.9539|16.9539|18.6177|18.6177|18.2058|18.2058|27.8731|27.8731|55.1832|55.1832|27.6266|27.6266|12.3979|12.3979|14.2188|14.2188|26.2854|26.2854|9.4367|9.4367|14.5106|14.5106|15.3027|15.3027|12.1911|12.1911|8.9239|8.9239|10.6650|10.6650|13.5235|13.5235|11.6995|11.6995|12.5796|12.5796|9.1198|9.1198|5.6481|5.6481|3.7606|3.7606|1.6602|1.6602|0.8331|0.8331|0.4341|0.4341
0.813|10.9186|10.9186|10.8505|10.8505|10.7824|10.7824|10.7824|10.7824|12.0807|12.0807|13.3789|13.3789|9.4679|9.4679|5.5568|5.5568|3.9073|3.9073|6.1968|6.1968|8.4816|8.4816|5.2685|5.2685|4.8041|4.8041|4.5330|4.5330|9.5137|9.5137|8.9785|8.9785|10.1934|10.1934|14.5161|14.5161|6.7443|6.7443|6.7167|6.7167|7.1441|7.1441|11.0236|11.0236|12.3254|12.3254|12.2211|12.2211|8.7339|8.7339|4.8151|4.8151|2.8146|2.8146|1.4665|1.4665|0.4848|0.4848|0.2466|0.2466
0.836|13.6205|13.6205|8.6123|8.6123|3.6042|3.6042|3.6042|3.6042|3.3449|3.3449|3.0857|3.0857|7.4547|7.4547|11.8236|11.8236|9.2785|9.2785|5.2754|5.2754|5.9401|5.9401|3.4381|3.4381|2.7645|2.7645|3.7530|3.7530|7.7332|7.7332|4.8947|4.8947|4.3102|4.3102|7.7606|7.7606|4.8790|4.8790|4.1805|4.1805|6.3035|6.3035|6.9617|6.9617|7.5537|7.5537|7.5388|7.5388|5.3737|5.3737|3.0335|3.0335|1.6893|1.6893|0.7962|0.7962|0.3252|0.3252|0.1664|0.1664
0.859|1.2982|1.2982|2.0090|2.0090|2.7197|2.7197|2.7197|2.7197|3.4476|3.4476|4.1755|4.1755|4.6828|4.6828|5.1901|5.1901|4.2233|4.2233|5.3011|5.3011|7.0557|7.0557|3.8099|3.8099|1.3917|1.3917|3.2254|3.2254|6.0975|6.0975|4.7171|4.7171|2.8688|2.8688|5.1024|5.1024|2.4148|2.4148|4.6031|4.6031|5.8884|5.8884|5.3717|5.3717|5.6973|5.6973|5.5821|5.5821|4.8157|4.8157|1.9875|1.9875|1.2515|1.2515|0.4014|0.4014|0.1818|0.1818|0.0903|0.0903
0.882|0.6103|0.6103|3.0854|3.0854|5.5605|5.5605|5.5605|5.5605|4.8426|4.8426|4.1248|4.1248|2.5001|2.5001|0.8755|0.8755|3.6257|3.6257|6.1737|6.1737|4.9282|4.9282|1.8572|1.8572|2.6878|2.6878|3.4530|3.4530|4.6541|4.6541|3.1182|3.1182|5.0986|5.0986|6.8141|6.8141|4.0037|4.0037|3.8057|3.8057|4.3001|4.3001|5.9878|5.9878|6.3675|6.3675|8.7106|8.7106|8.9795|8.9795|6.5597|6.5597|5.4950|5.4950|3.4566|3.4566|1.3502|1.3502|0.6238|0.6238
0.906|3.5052|3.5052|2.6393|2.6393|1.7733|1.7733|1.7733|1.7733|3.4790|3.4790|5.1846|5.1846|3.8736|3.8736|2.5626|2.5626|2.9289|2.9289|3.6558|3.6558|4.9943|4.9943|3.1847|3.1847|3.4748|3.4748|3.0566|3.0566|3.2360|3.2360|3.8416|3.8416|4.1440|4.1440|3.3005|3.3005|2.9706|2.9706|2.3603|2.3603|2.4674|2.4674|3.5352|3.5352|4.7027|4.7027|6.8437|6.8437|8.1324|8.1324|5.7408|5.7408|4.0467|4.0467|1.8377|1.8377|0.8365|0.8365|0.4106|0.4106
0.929|0.1145|0.1145|0.8741|0.8741|1.6338|1.6338|1.6338|1.6338|1.7549|1.7549|1.8761|1.8761|1.7422|1.7422|1.6082|1.6082|1.8686|1.8686|1.2910|1.2910|3.5462|3.5462|3.6534|3.6534|2.8062|2.8062|2.3799|2.3799|3.4638|3.4638|2.8901|2.8901|3.7072|3.7072|3.2003|3.2003|2.3238|2.3238|1.4251|1.4251|1.9573|1.9573|2.6224|2.6224|3.2616|3.2616|4.9724|4.9724|6.1746|6.1746|4.7548|4.7548|3.5449|3.5449|1.4819|1.4819|0.7049|0.7049|0.2964|0.2964
0.952|4.4799|4.4799|3.0005|3.0005|1.5211|1.5211|1.5211|1.5211|2.3195|2.3195|3.1179|3.1179|2.8844|2.8844|2.6510|2.6510|2.0096|2.0096|0.7736|0.7736|1.2829|1.2829|0.6853|0.6853|1.5918|1.5918|0.9710|0.9710|2.1110|2.1110|1.8632|1.8632|1.3751|1.3751|1.5821|1.5821|1.3969|1.3969|0.9402|0.9402|1.0082|1.0082|1.1565|1.1565|2.1509|2.1509|3.5949|3.5949|4.3233|4.3233|3.3302|3.3302|2.2504|2.2504|1.2087|1.2087|0.4909|0.4909|0.2028|0.2028
0.975|1.1283|1.1283|0.7779|0.7779|0.4275|0.4275|0.4275|0.4275|1.0679|1.0679|1.7084|1.7084|1.5523|1.5523|1.3962|1.3962|1.1918|1.1918|1.1841|1.1841|1.3971|1.3971|0.9081|0.9081|1.1005|1.1005|1.0597|1.0597|1.6713|1.6713|1.6608|1.6608|1.2320|1.2320|1.4158|1.4158|1.0741|1.0741|0.7240|0.7240|0.7117|0.7117|1.0444|1.0444|1.7098|1.7098|2.8694|2.8694|3.5153|3.5153|2.5636|2.5636|1.7372|1.7372|0.9118|0.9118|0.4115|0.4115|0.1982|0.1982
0.998|12.0224|12.0224|18.1997|18.1997|24.3771|24.3771|24.3771|24.3771|29.2852|29.2852|34.1933|34.1933|32.6270|32.6270|31.0607|31.0607|24.3750|24.3750|29.0875|29.0875|53.5977|53.5977|35.5150|35.5150|19.5425|19.5425|16.7090|16.7090|24.3924|24.3924|14.9132|14.9132|14.3704|14.3704|16.4357|16.4357|12.9045|12.9045|8.5703|8.5703|10.8574|10.8574|8.9289|8.9289|11.8769|11.8769|11.6716|11.6716|6.2832|6.2832|4.0922|4.0922|2.6271|2.6271|1.3709|1.3709|0.6287|0.6287|0.2981|0.2981
